Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Gene Biotype	Transcript count
ENSDARG00000081177	5S_rRNA	21	24027383	24027500	rRNA	1
ENSDARG00000085930	5S_rRNA	13	24350953	24351069	rRNA	1
ENSDARG00000081902	dre-mir-128-1	22	12504146	12504243	miRNA	1
ENSDARG00000085585	5S_rRNA	1	29214845	29214959	rRNA	1
ENSDARG00000085602	5S_rRNA	5	62463925	62464042	rRNA	1
ENSDARG00000085645	5S_rRNA	6	55812510	55812625	rRNA	1
ENSDARG00000091250	CU278559.6	4	44019094	44019193	miRNA	1
ENSDARG00000086967	U6	4	30742028	30742134	snRNA	1
ENSDARG00000080855	SNORA71	25	248518	248642	snoRNA	1
ENSDARG00000090733	BX537263.12	5	1188457	1188542	miRNA	1
ENSDARG00000089557	5S_rRNA	2	19881796	19881912	rRNA	1
ENSDARG00000086788	5S_rRNA	5	62374178	62374292	rRNA	1
ENSDARG00000081877	U1	4	46833940	46834095	snRNA	1
ENSDARG00000090154	U6	4	32427448	32427554	snRNA	1
ENSDARG00000084178	5S_rRNA	10	8637785	8637916	rRNA	1
ENSDARG00000082997	5S_rRNA	11	35583532	35583649	rRNA	1
ENSDARG00000090810	U6	4	30746260	30746366	snRNA	1
ENSDARG00000088848	5S_rRNA	20	21404174	21404288	rRNA	1
ENSDARG00000086395	U6	4	45780141	45780247	snRNA	1
ENSDARG00000087351	5S_rRNA	Zv9_scaffold3510	76173	76288	rRNA	1
ENSDARG00000090330	CR381601.4	1	13428608	13428705	miRNA	1
ENSDARG00000085964	5S_rRNA	12	30493693	30493807	rRNA	1
ENSDARG00000085264	5S_rRNA	19	27291431	27291547	rRNA	1
ENSDARG00000087667	U6	Zv9_scaffold3473	16241	16347	snRNA	1
ENSDARG00000083739	5S_rRNA	6	10929363	10929479	rRNA	1
ENSDARG00000086006	5S_rRNA	18	33156973	33157087	rRNA	1
ENSDARG00000085344	5S_rRNA	6	55083836	55083950	rRNA	1
ENSDARG00000081827	CR391908.1	19	7206575	7206657	miRNA	1
ENSDARG00000087024	dre-mir-430c-18	4	28005009	28005090	miRNA	1
ENSDARG00000082279	AL935187.1	4	21754351	21754450	miRNA	1
ENSDARG00000080091	5S_rRNA	Zv9_NA844	17078	17195	rRNA	1
ENSDARG00000082611	SNORA23	7	67012725	67012905	snoRNA	1
ENSDARG00000081199	5S_rRNA	8	49228359	49228476	rRNA	1
ENSDARG00000084476	5S_rRNA	14	28606338	28606474	rRNA	1
ENSDARG00000091732	U5	5	44746647	44746762	snRNA	1
ENSDARG00000088886	5S_rRNA	12	41828865	41828980	rRNA	1
ENSDARG00000090302	U6	4	48245999	48246105	snRNA	1
ENSDARG00000087739	Metazoa_SRP	11	12295444	12295736	misc_RNA	1
ENSDARG00000089163	dre-mir-430a-10	4	28008323	28008454	miRNA	1
ENSDARG00000080633	U8	10	17023602	17023734	snoRNA	1
ENSDARG00000084975	U6	Zv9_scaffold3503	942568	942673	snRNA	1
ENSDARG00000081586	5S_rRNA	8	9136504	9136621	rRNA	1
ENSDARG00000084495	5S_rRNA	6	37395376	37395491	rRNA	1
ENSDARG00000083959	5S_rRNA	8	5083739	5083858	rRNA	1
ENSDARG00000084067	U6	8	40324273	40324346	snRNA	1
ENSDARG00000085696	SNORD61	14	32730287	32730349	snoRNA	1
ENSDARG00000087068	BX537263.1	5	1188599	1188688	miRNA	1
ENSDARG00000085108	5S_rRNA	24	18918807	18918922	rRNA	1
ENSDARG00000086921	U6	4	45781728	45781834	snRNA	1
ENSDARG00000080777	ACA64	9	39212755	39212881	snoRNA	1
ENSDARG00000085410	U6	4	46866399	46866505	snRNA	1
ENSDARG00000082113	5S_rRNA	22	12783249	12783372	rRNA	1
ENSDARG00000089632	U1	4	37814331	37814494	snRNA	1
ENSDARG00000090465	U3	14	11815676	11815890	snoRNA	1
ENSDARG00000083760	SCARNA6	15	44821387	44821666	snoRNA	1
ENSDARG00000082090	U6	4	48171373	48171479	snRNA	1
ENSDARG00000089325	5S_rRNA	7	7401559	7401673	rRNA	1
ENSDARG00000091125	BX470083.5	6	24643486	24643583	miRNA	1
ENSDARG00000091706	U1	4	33799123	33799286	snRNA	1
ENSDARG00000082216	5S_rRNA	15	22731619	22731736	rRNA	1
ENSDARG00000090075	U6	4	30736212	30736318	snRNA	1
ENSDARG00000085810	5S_rRNA	20	39057530	39057645	rRNA	1
ENSDARG00000081431	U2	2	14545543	14545729	snRNA	1
ENSDARG00000088976	BX537263.10	5	1189500	1189591	miRNA	1
ENSDARG00000083638	U7	16	14003422	14003475	snRNA	1
ENSDARG00000082639	SNORD2	2	7504900	7504970	snoRNA	1
ENSDARG00000083982	5S_rRNA	7	19109069	19109184	rRNA	1
ENSDARG00000082480	5S_rRNA	3	53258080	53258197	rRNA	1
ENSDARG00000087137	U6	4	45793878	45793984	snRNA	1
ENSDARG00000089907	U6	4	51314133	51314239	snRNA	1
ENSDARG00000083423	dre-mir-107a	12	18027645	18027733	miRNA	1
ENSDARG00000089300	5S_rRNA	Zv9_NA30	6806	6921	rRNA	1
ENSDARG00000081785	dre-let-7a-2	15	20399518	20399601	miRNA	1
ENSDARG00000091837	U1	Zv9_scaffold3456	155648	155811	snRNA	1
ENSDARG00000084596	5S_rRNA	20	51853651	51853767	rRNA	1
ENSDARG00000087591	U6	8	40314421	40314527	snRNA	1
ENSDARG00000088206	U1	4	53149702	53149850	snRNA	1
ENSDARG00000083576	SNORA13	19	8447931	8448069	snoRNA	1
ENSDARG00000085305	5S_rRNA	9	25304468	25304584	rRNA	1
ENSDARG00000085135	5S_rRNA	21	15632946	15633062	rRNA	1
ENSDARG00000080953	CABZ01088877.1	2	59505728	59505816	miRNA	1
ENSDARG00000082315	dre-mir-10a	12	28705900	28705998	miRNA	1
ENSDARG00000090641	5S_rRNA	18	42654739	42654853	rRNA	1
ENSDARG00000081473	CR847953.1	23	18902040	18902117	miRNA	1
ENSDARG00000088957	CR759797.2	17	18826612	18826704	miRNA	1
ENSDARG00000080570	BX936437.1	12	40198959	40199030	miRNA	1
ENSDARG00000083429	CABZ01092390.1	Zv9_NA204	6884	6968	miRNA	1
ENSDARG00000084414	5S_rRNA	25	29168028	29168152	rRNA	1
ENSDARG00000089617	RNaseP_nuc	2	37565147	37565449	misc_RNA	1
ENSDARG00000080942	SNORD66	2	16543809	16543884	snoRNA	1
ENSDARG00000085542	5S_rRNA	8	15316971	15317092	rRNA	1
ENSDARG00000083935	5S_rRNA	12	13441260	13441375	rRNA	1
ENSDARG00000080299	5S_rRNA	11	36065811	36065928	rRNA	1
ENSDARG00000080319	5S_rRNA	8	6825543	6825660	rRNA	1
ENSDARG00000084431	U6	4	35028846	35028945	snRNA	1
ENSDARG00000088662	U6	Zv9_scaffold3538	46991	47097	snRNA	1
ENSDARG00000084360	5S_rRNA	13	18693863	18693978	rRNA	1
ENSDARG00000085485	SNORA26	20	23069582	23069703	snoRNA	1
ENSDARG00000086349	U6	Zv9_scaffold3473	19713	19819	snRNA	1
ENSDARG00000088144	BX511182.1	4	31772962	31773106	miRNA	1
ENSDARG00000081937	SNORA32	5	64416413	64416536	snoRNA	1
ENSDARG00000085700	5S_rRNA	3	19134889	19135005	rRNA	1
ENSDARG00000086852	Metazoa_SRP	11	11582182	11582476	misc_RNA	1
ENSDARG00000080093	5S_rRNA	18	19998945	19999070	rRNA	1
ENSDARG00000087602	U5	5	44860403	44860518	snRNA	1
ENSDARG00000081284	dre-mir-29b-2	4	10672720	10672807	miRNA	1
ENSDARG00000081051	BX511267.1	17	44084271	44084358	miRNA	1
ENSDARG00000090542	CU467943.2	Zv9_scaffold3530	620805	620888	miRNA	1
ENSDARG00000087695	5S_rRNA	3	26840648	26840763	rRNA	1
ENSDARG00000085403	U6	Zv9_scaffold3503	940456	940562	snRNA	1
ENSDARG00000085530	U6	4	34580515	34580621	snRNA	1
ENSDARG00000085792	U6	Zv9_scaffold3503	937285	937391	snRNA	1
ENSDARG00000090520	U6	4	51303275	51303381	snRNA	1
ENSDARG00000081466	5S_rRNA	13	21830352	21830470	rRNA	1
ENSDARG00000081149	U1	4	47067110	47067259	snRNA	1
ENSDARG00000085966	5S_rRNA	12	25724506	25724622	rRNA	1
ENSDARG00000085102	5S_rRNA	4	13809968	13810083	rRNA	1
ENSDARG00000089725	5S_rRNA	11	539415	539531	rRNA	1
ENSDARG00000080214	AL928881.1	8	24917153	24917238	miRNA	1
ENSDARG00000084657	5S_rRNA	13	49850360	49850474	rRNA	1
ENSDARG00000086749	U1	12	2884418	2884581	snRNA	1
ENSDARG00000081190	dre-mir-132-1	15	25232522	25232606	miRNA	1
ENSDARG00000085483	5S_rRNA	6	5636439	5636553	rRNA	1
ENSDARG00000085285	5S_rRNA	20	28734815	28734931	rRNA	1
ENSDARG00000082006	U1	4	29733025	29733180	snRNA	1
ENSDARG00000085884	5S_rRNA	3	19155402	19155529	rRNA	1
ENSDARG00000084493	5S_rRNA	9	37834856	37834974	rRNA	1
ENSDARG00000080453	mir140	25	35855072	35855176	miRNA	1
ENSDARG00000091007	CABZ01113980.1	Zv9_NA310	10451	10561	miRNA	1
ENSDARG00000083010	CR847514.1	3	51094812	51094902	miRNA	1
ENSDARG00000082983	5S_rRNA	17	41875524	41875641	rRNA	1
ENSDARG00000084083	SNORD27	12	35956363	35956428	snoRNA	1
ENSDARG00000084895	CR788322.2	13	13531453	13531550	miRNA	1
ENSDARG00000083767	5S_rRNA	2	45385914	45386046	rRNA	1
ENSDARG00000085006	5S_rRNA	13	11728446	11728562	rRNA	1
ENSDARG00000089612	U6	Zv9_scaffold3480	72466	72572	snRNA	1
ENSDARG00000091386	CR854899.1	4	41539718	41539804	miRNA	1
ENSDARG00000088430	BX537263.6	5	1190769	1190872	miRNA	1
ENSDARG00000080034	U1	4	47073621	47073784	snRNA	1
ENSDARG00000083309	mir196a-1	23	36139635	36139740	miRNA	1
ENSDARG00000084958	5S_rRNA	20	33725725	33725841	rRNA	1
ENSDARG00000086316	U1	4	37792146	37792309	snRNA	1
ENSDARG00000085689	5S_rRNA	1	5665353	5665467	rRNA	1
ENSDARG00000089164	SNORD53_SNORD92	17	11263995	11264077	snoRNA	1
ENSDARG00000085745	5S_rRNA	6	52747317	52747431	rRNA	1
ENSDARG00000081895	SNORA9	19	25242858	25242989	snoRNA	1
ENSDARG00000083516	5S_rRNA	9	3626065	3626184	rRNA	1
ENSDARG00000084950	SNORD27	3	20760095	20760140	snoRNA	1
ENSDARG00000091070	U1	Zv9_scaffold3456	143350	143491	snRNA	1
ENSDARG00000080620	U1	4	42951682	42951830	snRNA	1
ENSDARG00000091447	U6	4	30727208	30727314	snRNA	1
ENSDARG00000081288	5S_rRNA	Zv9_NA68	28639	28756	rRNA	1
ENSDARG00000083896	5S_rRNA	25	7195931	7196046	rRNA	1
ENSDARG00000083939	5S_rRNA	16	7126416	7126532	rRNA	1
ENSDARG00000090257	5S_rRNA	5	23183422	23183536	rRNA	1
ENSDARG00000085328	5S_rRNA	16	34888580	34888706	rRNA	1
ENSDARG00000082192	dre-mir-181c	3	34282990	34283067	miRNA	1
ENSDARG00000090541	U6	4	51322585	51322691	snRNA	1
ENSDARG00000089359	U1	4	37943943	37944106	snRNA	1
ENSDARG00000090479	5S_rRNA	24	10820676	10820790	rRNA	1
ENSDARG00000081991	snosnR60_Z15	8	17130513	17130597	snoRNA	1
ENSDARG00000089330	U5	5	44761323	44761438	snRNA	1
ENSDARG00000085821	5S_rRNA	Zv9_scaffold3557	79697	79815	rRNA	1
ENSDARG00000083953	5S_rRNA	3	36420099	36420215	rRNA	1
ENSDARG00000084776	5S_rRNA	1	6632203	6632318	rRNA	1
ENSDARG00000080835	5S_rRNA	16	14050176	14050293	rRNA	1
ENSDARG00000087329	5S_rRNA	15	28083811	28083925	rRNA	1
ENSDARG00000084676	5S_rRNA	2	22354929	22355045	rRNA	1
ENSDARG00000091664	dre-mir-430b-20	4	28005856	28005936	miRNA	1
ENSDARG00000082888	dre-mir-126b	11	38495952	38496054	miRNA	1
ENSDARG00000087884	U1	Zv9_scaffold3456	170003	170166	snRNA	1
ENSDARG00000091069	U5	5	44890980	44891095	snRNA	1
ENSDARG00000086637	CABZ01075922.2	Zv9_NA414	535	618	miRNA	1
ENSDARG00000084135	5S_rRNA	12	46412816	46412932	rRNA	1
ENSDARG00000085375	5S_rRNA	11	25901330	25901446	rRNA	1
ENSDARG00000082019	dre-mir-9-1	16	31444462	31444548	miRNA	1
ENSDARG00000090643	5S_rRNA	11	37423047	37423161	rRNA	1
ENSDARG00000083741	5S_rRNA	1	39876269	39876385	rRNA	1
ENSDARG00000087865	5S_rRNA	7	825098	825212	rRNA	1
ENSDARG00000086951	CABZ01102274.1	Zv9_NA973	5624	5706	miRNA	1
ENSDARG00000084661	RNaseP_nuc	2	37575030	37575331	misc_RNA	1
ENSDARG00000081747	5S_rRNA	5	56618805	56618922	rRNA	1
ENSDARG00000085332	U5	7	40528752	40528876	snRNA	1
ENSDARG00000084168	5S_rRNA	3	27558215	27558330	rRNA	1
ENSDARG00000081118	CU571064.1	25	13618608	13618698	miRNA	1
ENSDARG00000088135	U6	4	30733565	30733671	snRNA	1
ENSDARG00000091081	5S_rRNA	21	42978932	42979049	rRNA	1
ENSDARG00000090626	U6	4	51320472	51320578	snRNA	1
ENSDARG00000088666	5S_rRNA	6	1284309	1284423	rRNA	1
ENSDARG00000084256	5S_rRNA	5	67253638	67253754	rRNA	1
ENSDARG00000088935	U6	8	40320222	40320328	snRNA	1
ENSDARG00000088047	U5	5	44832284	44832399	snRNA	1
ENSDARG00000087142	5S_rRNA	9	125360	125474	rRNA	1
ENSDARG00000085018	5S_rRNA	15	29835408	29835522	rRNA	1
ENSDARG00000084926	U6	Zv9_scaffold3530	887731	887837	snRNA	1
ENSDARG00000091703	U6	Zv9_scaffold3521	54174	54280	snRNA	1
ENSDARG00000089474	5S_rRNA	19	6465696	6465810	rRNA	1
ENSDARG00000087309	CABZ01045618.1	Zv9_NA889	14912	14991	miRNA	1
ENSDARG00000088814	U1	Zv9_scaffold3480	61374	61537	snRNA	1
ENSDARG00000080163	CABZ01061343.1	16	9055781	9055865	miRNA	1
ENSDARG00000090357	dre-mir-430a-10	4	28004216	28004347	miRNA	1
ENSDARG00000085938	5S_rRNA	6	33380095	33380210	rRNA	1
ENSDARG00000080340	CR933818.1	16	48966503	48966611	miRNA	1
ENSDARG00000083072	dre-mir-219-3	19	18443551	18443700	miRNA	1
ENSDARG00000088533	BX537263.8	5	1199414	1199501	miRNA	1
ENSDARG00000083788	U6	4	48165082	48165155	snRNA	1
ENSDARG00000080787	U1	4	35015758	35015904	snRNA	1
ENSDARG00000085094	5S_rRNA	13	22093883	22093999	rRNA	1
ENSDARG00000090198	5S_rRNA	9	53596835	53596951	rRNA	1
ENSDARG00000081245	U1	4	47865912	47866061	snRNA	1
ENSDARG00000089277	5S_rRNA	17	27530721	27530835	rRNA	1
ENSDARG00000087730	U1	Zv9_scaffold3470	409723	409900	snRNA	1
ENSDARG00000090370	5S_rRNA	10	30599324	30599438	rRNA	1
ENSDARG00000084729	5S_rRNA	18	9382861	9382979	rRNA	1
ENSDARG00000088838	CT583728.14	4	43891829	43891909	miRNA	1
ENSDARG00000080237	BX255960.2	3	57210905	57210980	miRNA	1
ENSDARG00000088596	U6	4	45778554	45778660	snRNA	1
ENSDARG00000091704	U6	4	51321002	51321108	snRNA	1
ENSDARG00000084286	5S_rRNA	17	37557521	37557635	rRNA	1
ENSDARG00000085376	5S_rRNA	5	20168088	20168213	rRNA	1
ENSDARG00000086599	U6	Zv9_scaffold3538	48573	48679	snRNA	1
ENSDARG00000085462	U6	4	46870623	46870729	snRNA	1
ENSDARG00000083705	5S_rRNA	2	14993850	14993966	rRNA	1
ENSDARG00000087953	BX537263.4	5	1199892	1199972	miRNA	1
ENSDARG00000084654	5S_rRNA	10	38480896	38481011	rRNA	1
ENSDARG00000088174	U1	4	37815636	37815799	snRNA	1
ENSDARG00000085113	5S_rRNA	5	57080650	57080766	rRNA	1
ENSDARG00000083383	dre-mir-365-2	3	44211652	44211749	miRNA	1
ENSDARG00000091282	U6	4	42940430	42940536	snRNA	1
ENSDARG00000087914	CU278559.2	4	44019594	44019685	miRNA	1
ENSDARG00000080503	U4	17	23184086	23184226	snRNA	1
ENSDARG00000086644	U6	4	34576290	34576396	snRNA	1
ENSDARG00000081645	CU550700.2	6	59627903	59627976	miRNA	1
ENSDARG00000084122	U6	4	45803922	45804023	snRNA	1
ENSDARG00000086092	U6	4	53135605	53135711	snRNA	1
ENSDARG00000082128	CR855265.1	Zv9_scaffold3550	127223	127310	miRNA	1
ENSDARG00000086700	U6	4	34568605	34568711	snRNA	1
ENSDARG00000084170	5S_rRNA	22	38711887	38712021	rRNA	1
ENSDARG00000085035	5S_rRNA	11	17828094	17828210	rRNA	1
ENSDARG00000087184	U1	4	37297924	37298087	snRNA	1
ENSDARG00000090175	BX537263.11	5	1200104	1200189	miRNA	1
ENSDARG00000081702	SNORA63	5	2061980	2062106	snoRNA	1
ENSDARG00000086958	5S_rRNA	3	49716146	49716260	rRNA	1
ENSDARG00000080236	CT573197.1	10	25999473	25999534	snoRNA	1
ENSDARG00000081707	U6	4	48145996	48146102	snRNA	1
ENSDARG00000084080	5S_rRNA	17	16379444	16379559	rRNA	1
ENSDARG00000085851	5S_rRNA	24	39066369	39066501	rRNA	1
ENSDARG00000087526	U6	4	48244942	48245048	snRNA	1
ENSDARG00000090509	U6	4	32463202	32463308	snRNA	1
ENSDARG00000083042	dre-mir-214	20	14792413	14792512	miRNA	1
ENSDARG00000085973	5S_rRNA	18	19155550	19155666	rRNA	1
ENSDARG00000087015	Metazoa_SRP	20	10240493	10240787	misc_RNA	1
ENSDARG00000090079	Metazoa_SRP	11	12552072	12552366	misc_RNA	1
ENSDARG00000085223	5S_rRNA	7	21113674	21113788	rRNA	1
ENSDARG00000084084	5S_rRNA	23	23377969	23378083	rRNA	1
ENSDARG00000086545	5S_rRNA	5	61446288	61446402	rRNA	1
ENSDARG00000089488	dre-mir-430a-10	4	28010712	28010843	miRNA	1
ENSDARG00000084064	5S_rRNA	13	31803050	31803166	rRNA	1
ENSDARG00000091795	U6	4	51311492	51311598	snRNA	1
ENSDARG00000081105	dre-mir-204-1	5	27616617	27616709	miRNA	1
ENSDARG00000087475	CT583728.7	4	43892041	43892126	miRNA	1
ENSDARG00000086473	U5	5	44810269	44810384	snRNA	1
ENSDARG00000084099	5S_rRNA	15	43521314	43521430	rRNA	1
ENSDARG00000087432	BX537263.3	5	1200246	1200335	miRNA	1
ENSDARG00000087732	Metazoa_SRP	3	30399858	30400153	misc_RNA	1
ENSDARG00000087028	U6	4	32427978	32428084	snRNA	1
ENSDARG00000081214	U2	13	47519716	47519827	snRNA	1
ENSDARG00000084709	5S_rRNA	1	8994882	8994998	rRNA	1
ENSDARG00000084435	5S_rRNA	9	30475801	30475917	rRNA	1
ENSDARG00000087501	U6	8	40315471	40315577	snRNA	1
ENSDARG00000083994	U6	4	46863752	46863858	snRNA	1
ENSDARG00000083710	U6	4	46866929	46867035	snRNA	1
ENSDARG00000084643	5S_rRNA	7	36427673	36427794	rRNA	1
ENSDARG00000081770	AL935174.2	17	23100438	23100523	miRNA	1
ENSDARG00000083895	5S_rRNA	2	10797962	10798095	rRNA	1
ENSDARG00000080487	5S_rRNA	2	20527154	20527271	rRNA	1
ENSDARG00000084681	5S_rRNA	9	6998772	6998889	rRNA	1
ENSDARG00000081020	5S_rRNA	23	6668907	6669025	rRNA	1
ENSDARG00000082142	BX005438.1	9	37157223	37157311	miRNA	1
ENSDARG00000091794	U6	4	56645555	56645623	snRNA	1
ENSDARG00000086442	U1	Zv9_scaffold3521	104904	105067	snRNA	1
ENSDARG00000080039	5S_rRNA	21	41246236	41246351	rRNA	1
ENSDARG00000085049	SNORD27	23	25458465	25458530	snoRNA	1
ENSDARG00000085720	U6	4	46838038	46838106	snRNA	1
ENSDARG00000084647	5S_rRNA	11	37834664	37834778	rRNA	1
ENSDARG00000084268	5S_rRNA	19	40497715	40497829	rRNA	1
ENSDARG00000089093	U5	5	44892203	44892318	snRNA	1
ENSDARG00000086074	CABZ01073098.1	Zv9_NA816	15706	15798	miRNA	1
ENSDARG00000088756	U6	4	45795463	45795569	snRNA	1
ENSDARG00000086804	U1	Zv9_scaffold3462	49954	50131	snRNA	1
ENSDARG00000086024	U6	4	30743615	30743721	snRNA	1
ENSDARG00000080156	SNORD30	7	26212501	26212570	snoRNA	1
ENSDARG00000085642	5S_rRNA	3	53547585	53547699	rRNA	1
ENSDARG00000088230	5S_rRNA	16	37307940	37308054	rRNA	1
ENSDARG00000084383	5S_rRNA	1	55667793	55667907	rRNA	1
ENSDARG00000081423	dre-mir-124-3	24	25063580	25063696	miRNA	1
ENSDARG00000089555	dre-mir-430i-3	4	28001385	28001466	miRNA	1
ENSDARG00000088200	U6	8	41028784	41028890	snRNA	1
ENSDARG00000085229	5S_rRNA	20	26624371	26624486	rRNA	1
ENSDARG00000084081	BX664750.1	2	18550793	18550890	miRNA	1
ENSDARG00000091019	5S_rRNA	23	36814998	36815118	rRNA	1
ENSDARG00000084660	5S_rRNA	18	7861812	7861928	rRNA	1
ENSDARG00000084451	5S_rRNA	4	264542	264659	rRNA	1
ENSDARG00000087281	dre-mir-430a-11	4	28008950	28009079	miRNA	1
ENSDARG00000087072	U1	Zv9_scaffold3521	108819	108982	snRNA	1
ENSDARG00000080207	SNORD35	3	37783643	37783727	snoRNA	1
ENSDARG00000083798	5S_rRNA	6	15443883	15443998	rRNA	1
ENSDARG00000083498	dre-mir-184-2	7	31526100	31526178	miRNA	1
ENSDARG00000086424	CU137681.1	17	47193098	47193195	miRNA	1
ENSDARG00000083665	5S_rRNA	6	48545423	48545537	rRNA	1
ENSDARG00000086078	U3	14	11810687	11810901	snoRNA	1
ENSDARG00000088159	5S_rRNA	19	3449071	3449186	rRNA	1
ENSDARG00000083360	dre-mir-146b	21	40390759	40390838	miRNA	1
ENSDARG00000082654	5S_rRNA	14	52360647	52360764	rRNA	1
ENSDARG00000086491	U6	Zv9_NA826	6125	6198	snRNA	1
ENSDARG00000086854	5S_rRNA	4	50334766	50334880	rRNA	1
ENSDARG00000080124	5S_rRNA	13	47100958	47101073	rRNA	1
ENSDARG00000086886	5S_rRNA	14	21395130	21395244	rRNA	1
ENSDARG00000084276	5S_rRNA	9	44928538	44928653	rRNA	1
ENSDARG00000085076	5S_rRNA	4	13441820	13441934	rRNA	1
ENSDARG00000088865	BX537263.9	5	1201147	1201238	miRNA	1
ENSDARG00000088163	U6	Zv9_scaffold3521	51533	51639	snRNA	1
ENSDARG00000091476	U6	4	48691024	48691130	snRNA	1
ENSDARG00000083125	CU462914.1	24	4175091	4175185	miRNA	1
ENSDARG00000085001	5S_rRNA	1	33921275	33921391	rRNA	1
ENSDARG00000084378	5S_rRNA	8	44174434	44174550	rRNA	1
ENSDARG00000084389	5S_rRNA	5	30853020	30853136	rRNA	1
ENSDARG00000085409	5S_rRNA	2	40347951	40348070	rRNA	1
ENSDARG00000086929	U6	Zv9_scaffold3480	81447	81553	snRNA	1
ENSDARG00000091117	5S_rRNA	16	40770424	40770538	rRNA	1
ENSDARG00000084691	5S_rRNA	7	23634273	23634389	rRNA	1
ENSDARG00000090102	5S_rRNA	Zv9_scaffold3492	81705	81819	rRNA	1
ENSDARG00000083357	dre-mir-203b	20	27435485	27435569	miRNA	1
ENSDARG00000085998	5S_rRNA	23	33514975	33515090	rRNA	1
ENSDARG00000084634	5S_rRNA	9	25368508	25368624	rRNA	1
ENSDARG00000089119	BX663516.1	10	36849890	36849983	miRNA	1
ENSDARG00000084931	U6	4	48245472	48245578	snRNA	1
ENSDARG00000090359	U6	4	51301689	51301795	snRNA	1
ENSDARG00000085787	U6	4	46850004	46850110	snRNA	1
ENSDARG00000081050	SNORA21	3	33559870	33560006	snoRNA	1
ENSDARG00000084095	5S_rRNA	5	65147590	65147707	rRNA	1
ENSDARG00000085718	5S_rRNA	9	41210540	41210655	rRNA	1
ENSDARG00000087727	U1	4	35301621	35301769	snRNA	1
ENSDARG00000085174	U2	2	14588060	14588209	snRNA	1
ENSDARG00000086387	U6	4	53137720	53137826	snRNA	1
ENSDARG00000091546	5S_rRNA	7	2187599	2187713	rRNA	1
ENSDARG00000083973	5S_rRNA	18	20414500	20414634	rRNA	1
ENSDARG00000090283	dre-mir-430c-18	4	28014404	28014485	miRNA	1
ENSDARG00000091257	5S_rRNA	18	40026247	40026361	rRNA	1
ENSDARG00000083966	5S_rRNA	17	11238186	11238308	rRNA	1
ENSDARG00000084221	U6	4	46861636	46861742	snRNA	1
ENSDARG00000087776	5S_rRNA	19	27658379	27658495	rRNA	1
ENSDARG00000087090	5S_rRNA	22	42088143	42088257	rRNA	1
ENSDARG00000080758	dre-mir-181a-2	8	55451660	55451738	miRNA	1
ENSDARG00000090331	CT583728.21	4	43892184	43892281	miRNA	1
ENSDARG00000089508	U6	3	9514104	9514210	snRNA	1
ENSDARG00000087304	U6	4	53142480	53142586	snRNA	1
ENSDARG00000091307	U6	Zv9_scaffold3538	58371	58471	snRNA	1
ENSDARG00000085984	5S_rRNA	2	1824450	1824564	rRNA	1
ENSDARG00000083588	CABZ01039424.1	22	24551753	24551842	miRNA	1
ENSDARG00000090491	Metazoa_SRP	11	12233642	12233936	misc_RNA	1
ENSDARG00000085971	5S_rRNA	23	45594680	45594796	rRNA	1
ENSDARG00000088510	BX537263.7	5	1202416	1202519	miRNA	1
ENSDARG00000081220	dre-mir-34a	23	22885200	22885297	miRNA	1
ENSDARG00000087924	U6	Zv9_scaffold3530	1367076	1367182	snRNA	1
ENSDARG00000080613	U1	4	47093196	47093359	snRNA	1
ENSDARG00000081432	U4	17	23180247	23180387	snRNA	1
ENSDARG00000087876	5S_rRNA	Zv9_scaffold3533	143088	143188	rRNA	1
ENSDARG00000084061	5S_rRNA	6	8203209	8203325	rRNA	1
ENSDARG00000085106	U6	4	46856878	46856984	snRNA	1
ENSDARG00000091194	5S_rRNA	20	16711905	16712019	rRNA	1
ENSDARG00000085336	5S_rRNA	14	1393923	1394041	rRNA	1
ENSDARG00000085392	5S_rRNA	7	5868879	5869007	rRNA	1
ENSDARG00000084491	U6	4	48246529	48246635	snRNA	1
ENSDARG00000091227	Metazoa_SRP	11	12673485	12673779	misc_RNA	1
ENSDARG00000085592	5S_rRNA	11	38219545	38219659	rRNA	1
ENSDARG00000084186	snoMBII-202	7	69525336	69525417	snoRNA	1
ENSDARG00000082766	dre-mir-9-6	7	15256913	15257000	miRNA	1
ENSDARG00000087077	U6	4	45775387	45775493	snRNA	1
ENSDARG00000086351	SNORD60	1	6995630	6995717	snoRNA	1
ENSDARG00000086519	5S_rRNA	2	41835429	41835546	rRNA	1
ENSDARG00000090944	U1	4	37816941	37817104	snRNA	1
ENSDARG00000089323	U5	5	44893426	44893541	snRNA	1
ENSDARG00000084812	5S_rRNA	3	14492745	14492861	rRNA	1
ENSDARG00000080435	BX511226.1	14	12903998	12904072	miRNA	1
ENSDARG00000088016	5S_rRNA	24	22916892	22917006	rRNA	1
ENSDARG00000087270	5S_rRNA	16	53515629	53515745	rRNA	1
ENSDARG00000080199	SNORD83	21	42116074	42116150	snoRNA	1
ENSDARG00000084386	5S_rRNA	17	5777389	5777505	rRNA	1
ENSDARG00000085716	5S_rRNA	10	11081750	11081866	rRNA	1
ENSDARG00000081868	dre-mir-200b	23	24358912	24358993	miRNA	1
ENSDARG00000080804	5S_rRNA	19	31763853	31763971	rRNA	1
ENSDARG00000083353	BX005125.1	10	19439294	19439413	miRNA	1
